Order ID,Ship Mode,Segment,Region,Product ID,Sales,Quantity,Discount,Profit
CA-2016-115574,First Class,Corporate,Central,FUR-BO-10003441,141.372,2,0.30%,-14.1372
CA-2015-160794,First Class,Corporate,Central,OFF-PA-10004156,27.216,3,0.20%,9.8658
CA-2017-116225,Standard Class,Consumer,East,TEC-AC-10001432,390.75,5,0%,171.93
US-2017-120418,First Class,Home Office,West,FUR-CH-10001394,280.792,1,0.20%,35.099
US-2017-120418,First Class,Home Office,West,OFF-ST-10002370,68.448,4,0.20%,7.7004
US-2017-120418,First Class,Home Office,West,OFF-AR-10002956,88.04,5,0.20%,6.603
US-2017-120418,First Class,Home Office,West,OFF-AR-10001955,15.872,1,0.20%,1.984
US-2017-120418,First Class,Home Office,West,OFF-ST-10001809,215.592,3,0.20%,-48.5082
CA-2017-122035,Standard Class,Corporate,Central,OFF-LA-10004093,14.62,2,0%,6.8714
CA-2017-122035,Standard Class,Corporate,Central,OFF-AP-10002118,416.32,2,0%,112.4064
CA-2017-122035,Standard Class,Corporate,Central,OFF-BI-10000404,43,5,0%,20.21
CA-2017-122035,Standard Class,Corporate,Central,FUR-CH-10003833,182.94,3,0%,27.441
CA-2017-122035,Standard Class,Corporate,Central,OFF-BI-10002072,60.83,7,0%,30.415
CA-2017-122035,Standard Class,Corporate,Central,TEC-AC-10003095,389.97,3,0%,132.5898
CA-2015-117828,First Class,Consumer,South,OFF-AP-10001563,194.32,4,0%,56.3528
CA-2017-165491,Standard Class,Corporate,West,TEC-AC-10000358,265.93,7,0%,63.8232
CA-2015-109470,Second Class,Corporate,South,OFF-BI-10004492,94.74,3,0%,44.5278
CA-2015-109470,Second Class,Corporate,South,OFF-BI-10001072,60.64,4,0%,27.8944
CA-2015-109470,Second Class,Corporate,South,OFF-BI-10003707,76.3,5,0%,38.15
CA-2015-109470,Second Class,Corporate,South,OFF-BI-10000977,364.8,12,0%,167.808
CA-2015-105102,Second Class,Corporate,East,OFF-BI-10002082,79.872,3,0.20%,29.952
CA-2015-105102,Second Class,Corporate,East,FUR-BO-10004709,46.384,1,0.20%,1.1596
CA-2015-105102,Second Class,Corporate,East,OFF-PA-10002365,12.96,2,0%,6.2208
CA-2017-138422,First Class,Home Office,West,OFF-EN-10004147,14.352,3,0.20%,5.2026
US-2015-147739,Standard Class,Corporate,East,FUR-FU-10001468,547.136,4,0.20%,-68.392
CA-2016-155187,Second Class,Corporate,West,OFF-ST-10000642,41.96,2,0%,2.9372
CA-2016-155187,Second Class,Corporate,West,OFF-PA-10000380,41.7,5,0%,20.85
CA-2017-169285,Standard Class,Consumer,Central,OFF-PA-10004071,277.4,5,0%,133.152
CA-2017-169285,Standard Class,Consumer,Central,OFF-PA-10004971,5.78,1,0%,2.8322
CA-2014-140886,Standard Class,Consumer,South,OFF-AP-10000696,69.216,6,0.20%,11.2476
CA-2017-152695,Same Day,Consumer,East,OFF-EN-10004030,10.86,3,0%,5.1042
CA-2017-152695,Same Day,Consumer,East,OFF-AP-10000026,426.79,7,0%,123.7691
CA-2014-110639,Same Day,Consumer,East,OFF-PA-10003936,25.92,4,0%,12.4416
CA-2014-110639,Same Day,Consumer,East,OFF-PA-10004530,45.92,4,0%,22.5008
CA-2014-121727,Standard Class,Consumer,East,OFF-AR-10004930,10.72,2,0.20%,1.742
CA-2016-137736,Standard Class,Consumer,South,OFF-AR-10004999,41.86,7,0%,10.465
US-2014-143231,First Class,Home Office,East,FUR-FU-10002501,63.2,5,0%,23.384
US-2014-143231,First Class,Home Office,East,TEC-AC-10000358,113.97,3,0%,27.3528
US-2014-155894,Second Class,Consumer,Central,OFF-ST-10004804,123.552,3,0.20%,-29.3436
CA-2016-119025,Standard Class,Home Office,Central,OFF-AP-10001205,490.32,9,0%,137.2896
CA-2016-159373,Standard Class,Consumer,Central,OFF-PA-10000659,70.08,5,0.20%,24.528
CA-2016-159373,Standard Class,Consumer,Central,OFF-BI-10004141,1.272,2,0.80%,-2.1624
CA-2016-159373,Standard Class,Consumer,Central,FUR-TA-10004619,557.585,5,0.30%,0
CA-2017-109701,Same Day,Corporate,West,OFF-BI-10004187,9.024,6,0.20%,3.1584
CA-2017-109701,Same Day,Corporate,West,OFF-BI-10000632,69.456,2,0.20%,22.5732
CA-2017-109701,Same Day,Corporate,West,OFF-PA-10003724,10.86,2,0%,5.3214
CA-2017-109701,Same Day,Corporate,West,OFF-AP-10002765,79.47,3,0%,22.2516
CA-2017-109701,Same Day,Corporate,West,OFF-AR-10001868,10.08,6,0%,5.04
CA-2015-111514,First Class,Corporate,West,FUR-BO-10002545,1552.831,7,0.15%,200.9546
CA-2015-111514,First Class,Corporate,West,OFF-BI-10002735,137.24,5,0.20%,46.3185
CA-2015-111514,First Class,Corporate,West,TEC-AC-10004864,36.51,1,0%,15.6993
CA-2015-111514,First Class,Corporate,West,TEC-MA-10000597,239.976,3,0.20%,80.9919
US-2014-148838,Standard Class,Corporate,East,FUR-TA-10003473,1579.746,7,0.40%,-447.5947
US-2014-148838,Standard Class,Corporate,East,FUR-TA-10001950,1071.576,4,0.40%,-553.6476
US-2014-148838,Standard Class,Corporate,East,FUR-TA-10004175,613.908,3,0.40%,-122.7816
US-2014-148838,Standard Class,Corporate,East,OFF-PA-10002960,34.86,7,0%,16.3842
US-2014-148838,Standard Class,Corporate,East,OFF-PA-10000919,155.04,4,0%,75.9696
CA-2017-136497,Standard Class,Consumer,East,OFF-BI-10001553,13.71,5,0.70%,-10.054
US-2016-108637,Standard Class,Home Office,South,FUR-FU-10004864,127.88,2,0%,40.9216
US-2016-108637,Standard Class,Home Office,South,OFF-AP-10004540,160.32,2,0%,44.8896
US-2016-108637,Standard Class,Home Office,South,OFF-BI-10004965,46,4,0%,20.7
CA-2014-102295,Second Class,Consumer,West,FUR-CH-10001714,120.712,1,0.20%,-18.1068
CA-2017-123659,First Class,Consumer,East,OFF-PA-10002464,23.12,4,0%,11.3288
US-2016-129469,Standard Class,Corporate,East,FUR-FU-10002298,532.704,6,0.20%,-26.6352
US-2016-129469,Standard Class,Corporate,East,OFF-AR-10000315,4.912,2,0.20%,0.307
CA-2017-155152,Second Class,Corporate,East,TEC-AC-10004353,252,4,0%,93.24
CA-2016-159940,Second Class,Corporate,Central,FUR-FU-10004973,60.288,8,0.60%,-27.1296
CA-2016-159940,Second Class,Corporate,Central,OFF-FA-10000936,2.632,1,0.20%,0.8225
CA-2016-159940,Second Class,Corporate,Central,OFF-PA-10001609,23.688,9,0.20%,7.6986
CA-2016-159940,Second Class,Corporate,Central,FUR-CH-10000785,253.372,2,0.30%,-14.4784
CA-2017-119669,Standard Class,Consumer,South,OFF-FA-10000053,5.67,3,0%,0.1134
US-2014-164616,Second Class,Consumer,East,OFF-BI-10001718,76.776,4,0.70%,-58.8616
US-2014-164616,Second Class,Consumer,East,OFF-SU-10004768,9.184,2,0.20%,1.148
CA-2015-148628,Standard Class,Home Office,West,OFF-PA-10003883,32.75,5,0%,15.065
CA-2016-118052,Standard Class,Home Office,East,OFF-FA-10004248,7.216,2,0.20%,1.7138
CA-2016-118052,Standard Class,Home Office,East,OFF-PA-10002581,49.568,2,0.20%,15.49
CA-2016-118052,Standard Class,Home Office,East,FUR-FU-10004848,54.712,7,0.20%,11.6263
US-2017-117534,First Class,Consumer,West,OFF-AP-10002403,176.04,4,0%,45.7704
US-2017-117534,First Class,Consumer,West,OFF-AR-10003087,16.02,9,0%,4.4856
US-2017-117534,First Class,Consumer,West,OFF-BI-10002026,185.92,4,0.20%,62.748
US-2017-117534,First Class,Consumer,West,TEC-PH-10000141,211.168,4,0.20%,15.8376
US-2017-117534,First Class,Consumer,West,TEC-CO-10000971,479.984,2,0.20%,59.998
CA-2015-145065,First Class,Consumer,West,OFF-FA-10001229,7.86,2,0%,3.6156
CA-2015-145065,First Class,Consumer,West,OFF-BI-10002437,24.448,2,0.20%,8.8624
US-2015-127040,Standard Class,Consumer,East,OFF-PA-10004255,6.48,1,0%,3.1104
US-2015-127040,Standard Class,Consumer,East,OFF-PA-10001184,41.86,7,0%,20.5114
US-2015-127040,Standard Class,Consumer,East,TEC-AC-10002637,1619.91,9,0%,97.1946
US-2015-127040,Standard Class,Consumer,East,FUR-FU-10002878,113.92,4,0%,42.1504
CA-2016-128111,Standard Class,Consumer,East,OFF-AR-10000588,39.68,2,0%,10.3168
CA-2015-137897,Standard Class,Corporate,East,TEC-AC-10002217,37.6,2,0%,2.256
CA-2015-137897,Standard Class,Corporate,East,TEC-AC-10001267,59.9,2,0%,23.96
CA-2015-137897,Standard Class,Corporate,East,OFF-PA-10004041,37,5,0%,16.65
CA-2017-169264,Second Class,Consumer,West,OFF-LA-10001613,5.76,2,0%,2.8224
CA-2017-169264,Second Class,Consumer,West,OFF-AR-10000246,16.68,6,0%,4.3368
CA-2017-147361,Standard Class,Corporate,South,OFF-ST-10001809,628.81,7,0%,12.5762
CA-2017-147361,Standard Class,Corporate,South,OFF-ST-10002214,56.45,5,0%,14.677
CA-2017-145877,Second Class,Consumer,Central,OFF-ST-10000649,94.2,6,0%,23.55
CA-2017-145877,Second Class,Consumer,Central,OFF-EN-10001990,28.4,5,0%,13.348
US-2016-110170,Standard Class,Corporate,Central,FUR-BO-10000780,956.6648,7,0.32%,-225.0976
CA-2017-108574,Standard Class,Consumer,West,TEC-AC-10002049,1115.91,9,0%,200.8638
CA-2017-108574,Standard Class,Consumer,West,TEC-PH-10003555,128.744,7,0.20%,-28.9674
CA-2017-108574,Standard Class,Consumer,West,TEC-PH-10000702,79.92,10,0.20%,26.973
CA-2017-144589,Standard Class,Consumer,West,OFF-AR-10003631,24.2,5,0%,7.986
CA-2017-144589,Standard Class,Consumer,West,TEC-PH-10003072,359.976,3,0.20%,130.4913
CA-2017-155985,First Class,Home Office,West,FUR-FU-10000758,211.84,8,0%,76.2624
CA-2014-162684,Standard Class,Home Office,East,OFF-FA-10000992,5.68,2,0.20%,1.917
CA-2015-142041,Second Class,Corporate,West,OFF-BI-10004187,7.52,5,0.20%,2.632
CA-2014-151295,Standard Class,Consumer,West,OFF-PA-10001947,11.96,2,0%,5.8604
CA-2014-151295,Standard Class,Consumer,West,FUR-TA-10002356,629.064,3,0.20%,31.4532
CA-2016-156300,Standard Class,Consumer,Central,FUR-CH-10001714,754.45,5,0%,60.356
CA-2015-146087,Standard Class,Home Office,East,FUR-BO-10002824,301.96,2,0%,60.392
CA-2017-168655,Standard Class,Corporate,West,TEC-AC-10002842,595,5,0%,95.2
CA-2017-168655,Standard Class,Corporate,West,OFF-BI-10002082,79.872,3,0.20%,29.952
CA-2016-107202,Standard Class,Corporate,West,TEC-MA-10000112,2396.4,10,0.20%,179.73
CA-2017-159597,Standard Class,Corporate,West,OFF-ST-10002289,63.56,2,0%,3.178
CA-2017-159597,Standard Class,Corporate,West,TEC-AC-10004171,99.99,1,0%,43.9956
CA-2016-155551,Standard Class,Home Office,Central,OFF-ST-10003656,230.376,3,0.20%,-48.9549
CA-2016-155551,Standard Class,Home Office,Central,OFF-PA-10001560,9.664,2,0.20%,3.2616
US-2017-147669,Standard Class,Consumer,East,TEC-AC-10002473,158.928,7,0.20%,41.7186
US-2017-147669,Standard Class,Consumer,East,OFF-BI-10000632,13.023,1,0.70%,-10.4184
US-2017-147669,Standard Class,Consumer,East,FUR-TA-10002645,273.06,2,0.40%,-104.673
US-2017-147669,Standard Class,Consumer,East,OFF-FA-10002975,39.312,13,0.20%,12.7764
CA-2016-169922,Standard Class,Corporate,Central,OFF-BI-10003784,1.344,4,0.80%,-2.1504
CA-2016-169922,Standard Class,Corporate,Central,OFF-BI-10001617,8.272,4,0.80%,-13.6488
CA-2016-169922,Standard Class,Corporate,Central,FUR-FU-10004415,12.544,7,0.60%,-9.0944
CA-2017-100748,Standard Class,Home Office,West,OFF-LA-10000240,58.48,8,0%,27.4856
CA-2017-129805,Standard Class,Corporate,West,FUR-FU-10001935,7.4,2,0%,3.034
CA-2014-148586,Standard Class,Consumer,East,FUR-CH-10002439,366.786,7,0.10%,65.2064
US-2017-112613,Standard Class,Consumer,Central,TEC-PH-10001536,54.368,4,0.20%,4.0776
CA-2015-154746,First Class,Corporate,South,OFF-EN-10001532,33.96,2,0%,16.98
CA-2015-154746,First Class,Corporate,South,OFF-AP-10003057,826.11,3,0%,322.1829
CA-2017-140053,Standard Class,Consumer,West,FUR-FU-10003708,545.85,9,0%,114.6285
CA-2014-164210,Second Class,Consumer,West,FUR-TA-10000849,145.98,2,0.50%,-99.2664
CA-2014-164210,Second Class,Consumer,West,OFF-PA-10002259,35.808,4,0.20%,12.5328
CA-2017-139948,Standard Class,Consumer,South,FUR-FU-10002597,7.904,2,0.20%,2.1736
CA-2016-146934,Standard Class,Consumer,East,TEC-PH-10004614,345,5,0%,86.25
CA-2016-146934,Standard Class,Consumer,East,FUR-TA-10003748,174.286,2,0.30%,-19.9184
CA-2016-146934,Standard Class,Consumer,East,OFF-AP-10003217,662.84,4,0%,172.3384
CA-2016-146934,Standard Class,Consumer,East,TEC-AC-10002399,95.1,5,0%,30.432
CA-2016-146934,Standard Class,Consumer,East,OFF-EN-10002973,26.88,6,0%,12.9024
CA-2016-146934,Standard Class,Consumer,East,TEC-PH-10001336,257.98,2,0%,74.8142
CA-2015-100573,Standard Class,Consumer,West,OFF-EN-10000461,17.48,2,0%,8.2156
CA-2016-119165,Standard Class,Consumer,East,FUR-CH-10000988,492.835,5,0.30%,-14.081
CA-2015-128027,Second Class,Consumer,South,OFF-ST-10001809,269.49,3,0%,5.3898
CA-2016-140207,Standard Class,Home Office,West,OFF-BI-10003963,29.12,5,0.20%,9.828
CA-2017-140949,Second Class,Consumer,East,OFF-LA-10000081,18.75,5,0%,9
CA-2017-140949,Second Class,Consumer,East,TEC-PH-10000149,119.7,6,0%,31.122
CA-2017-140949,Second Class,Consumer,East,OFF-BI-10000605,9.144,3,0.20%,3.0861
CA-2017-140949,Second Class,Consumer,East,TEC-AC-10002399,57.06,3,0%,18.2592
CA-2017-140949,Second Class,Consumer,East,TEC-AC-10003038,71.6,8,0%,13.604
CA-2017-140949,Second Class,Consumer,East,OFF-ST-10000344,107.44,8,0%,27.9344
CA-2017-140949,Second Class,Consumer,East,OFF-LA-10004093,7.31,1,0%,3.4357
CA-2017-140949,Second Class,Consumer,East,OFF-AR-10001683,59.1,6,0%,22.458
CA-2017-140949,Second Class,Consumer,East,OFF-ST-10003455,46.53,3,0%,12.0978
CA-2017-138548,Standard Class,Consumer,East,OFF-AP-10002578,97.84,2,0%,25.4384
CA-2015-142419,Second Class,Consumer,West,OFF-PA-10001763,29.97,3,0%,13.4865
CA-2015-142419,Second Class,Consumer,West,OFF-BI-10001597,98.352,3,0.20%,34.4232
CA-2017-148691,Standard Class,Consumer,East,OFF-BI-10001524,83.92,5,0.20%,29.372
CA-2017-148691,Standard Class,Consumer,East,OFF-BI-10001553,14.624,2,0.20%,5.1184
CA-2017-148691,Standard Class,Consumer,East,TEC-PH-10000576,136.99,1,0%,36.9873
CA-2017-148691,Standard Class,Consumer,East,OFF-LA-10001317,3.15,1,0%,1.512
CA-2017-128755,Standard Class,Consumer,South,OFF-PA-10000726,9.11,1,0%,4.0995
CA-2017-128755,Standard Class,Consumer,South,OFF-ST-10003306,571.44,4,0%,165.7176
CA-2017-128755,Standard Class,Consumer,South,OFF-PA-10004983,32.4,5,0%,15.552
CA-2017-128755,Standard Class,Consumer,South,OFF-ST-10001291,16.91,1,0%,4.5657
US-2016-135923,Standard Class,Consumer,South,FUR-FU-10002107,14.272,8,0.20%,4.2816
US-2016-135923,Standard Class,Consumer,South,FUR-BO-10002213,451.136,4,0.20%,-67.6704
US-2016-135923,Standard Class,Consumer,South,OFF-AP-10000692,64.864,4,0.20%,6.4864
CA-2016-114972,First Class,Consumer,West,FUR-CH-10001190,217.584,2,0.20%,-29.9178
CA-2016-114972,First Class,Consumer,West,TEC-AC-10000682,82.95,5,0%,29.0325
CA-2016-114972,First Class,Consumer,West,OFF-LA-10004545,87.71,7,0%,41.2237
CA-2016-114972,First Class,Consumer,West,OFF-AP-10003057,1101.48,4,0%,429.5772
CA-2017-102750,Second Class,Corporate,West,FUR-TA-10000198,1322.352,3,0.20%,-99.1764
CA-2014-145212,Standard Class,Consumer,East,OFF-AR-10002833,5.46,3,0%,1.4742
CA-2017-141992,Standard Class,Consumer,Central,OFF-SU-10002557,11.184,1,0.20%,0.8388
CA-2017-141992,Standard Class,Consumer,Central,OFF-ST-10003656,153.584,2,0.20%,-32.6366
CA-2017-147956,Standard Class,Consumer,West,OFF-ST-10001097,1003.62,6,0%,0
CA-2017-126067,Standard Class,Home Office,West,TEC-PH-10000912,35.168,4,0.20%,11.4296
CA-2017-126067,Standard Class,Home Office,West,FUR-TA-10000617,1137.75,5,0%,250.305
CA-2017-126067,Standard Class,Home Office,West,OFF-BI-10001658,99.68,5,0.20%,32.396
CA-2017-126067,Standard Class,Home Office,West,OFF-AR-10003856,5.56,2,0%,1.4456
CA-2015-104514,Second Class,Corporate,East,OFF-ST-10001837,85.52,2,0%,22.2352
CA-2015-104514,Second Class,Corporate,East,OFF-AR-10001473,9.84,3,0%,2.6568
CA-2015-104514,Second Class,Corporate,East,OFF-PA-10004285,20.04,3,0%,9.6192
CA-2015-141040,Second Class,Consumer,East,TEC-PH-10001835,631.96,4,0%,303.3408
CA-2015-141040,Second Class,Consumer,East,OFF-PA-10002245,23.92,4,0%,10.764
CA-2014-113579,Second Class,Consumer,West,OFF-PA-10001457,90.24,6,0%,41.5104
CA-2014-144624,Standard Class,Consumer,East,TEC-PH-10002885,4548.81,7,0%,1228.1787
CA-2016-146206,Second Class,Consumer,Central,FUR-TA-10004086,300.93,5,0.30%,-34.392
CA-2016-146206,Second Class,Consumer,Central,TEC-PH-10000895,719.96,5,0.20%,53.997
CA-2014-136644,Standard Class,Consumer,Central,FUR-CH-10000225,647.84,8,0%,32.392
CA-2015-122371,Standard Class,Home Office,West,OFF-ST-10002370,64.17,3,0%,18.6093
CA-2015-122371,Standard Class,Home Office,West,OFF-EN-10000056,124.46,2,0%,58.4962
CA-2016-126935,Standard Class,Corporate,West,OFF-BI-10004817,9.584,1,0.20%,3.3544
US-2017-133781,First Class,Consumer,South,OFF-EN-10004483,37.608,3,0.20%,12.6927
CA-2017-131618,First Class,Corporate,Central,OFF-PA-10001892,12.224,2,0.20%,4.4312
CA-2017-131618,First Class,Corporate,Central,OFF-BI-10000546,2.304,4,0.80%,-3.5712
CA-2017-131618,First Class,Corporate,Central,OFF-BI-10001294,9.36,4,0.80%,-16.38
CA-2016-149482,Standard Class,Consumer,West,OFF-LA-10000248,7.38,2,0%,3.4686
CA-2014-143917,Second Class,Consumer,West,OFF-ST-10001228,53.72,4,0%,15.0416
CA-2014-143917,Second Class,Consumer,West,OFF-SU-10000151,8187.65,5,0%,327.506
CA-2014-143917,Second Class,Consumer,West,FUR-FU-10004351,77.92,8,0%,34.2848
CA-2015-120397,Same Day,Consumer,Central,OFF-AP-10001293,32.784,4,0.80%,-85.2384
CA-2017-163902,Standard Class,Corporate,West,TEC-PH-10000675,196.776,3,0.20%,14.7582
CA-2017-163902,Standard Class,Corporate,West,TEC-AC-10000580,479.94,6,0%,52.7934
CA-2016-136812,Standard Class,Home Office,Central,OFF-ST-10003470,1117.92,4,0%,55.896
CA-2015-102722,First Class,Consumer,South,TEC-AC-10003116,106.5,6,0%,41.535
CA-2017-155089,Standard Class,Home Office,South,OFF-BI-10002429,45.66,5,0.70%,-33.484
CA-2016-124506,Standard Class,Corporate,Central,TEC-AC-10003280,95.968,4,0.20%,1.1996
CA-2016-124506,Standard Class,Corporate,Central,FUR-CH-10004540,47.992,2,0.30%,-2.0568
CA-2014-106572,Standard Class,Consumer,East,OFF-ST-10000585,264.32,2,0.20%,19.824
CA-2014-128888,Standard Class,Consumer,Central,OFF-EN-10003001,604.656,9,0.20%,204.0714
CA-2017-123134,Standard Class,Corporate,East,FUR-FU-10003975,129.93,3,0%,12.993
CA-2016-124352,Standard Class,Home Office,Central,OFF-LA-10004559,20.16,7,0%,9.8784
CA-2016-124352,Standard Class,Home Office,Central,OFF-LA-10003223,29.46,6,0%,14.4354
CA-2016-124352,Standard Class,Home Office,Central,OFF-AP-10002651,868.59,3,0%,251.8911
CA-2016-124352,Standard Class,Home Office,Central,OFF-PA-10003177,12.96,2,0%,6.2208
CA-2016-124352,Standard Class,Home Office,Central,TEC-PH-10003442,5.5,1,0%,1.375
CA-2016-124352,Standard Class,Home Office,Central,OFF-BI-10000977,121.6,4,0%,55.936
CA-2015-124541,Standard Class,Consumer,Central,OFF-AR-10004078,42.048,9,0.20%,5.256
CA-2015-124541,Standard Class,Consumer,Central,TEC-AC-10002550,25.488,2,0.20%,4.4604
CA-2015-124541,Standard Class,Consumer,Central,OFF-BI-10004965,6.9,3,0.80%,-12.075
CA-2015-124541,Standard Class,Consumer,Central,OFF-BI-10004209,9.648,6,0.80%,-16.884
CA-2015-124541,Standard Class,Consumer,Central,OFF-PA-10001526,7.968,2,0.20%,2.8884
CA-2014-108707,Standard Class,Home Office,South,OFF-PA-10000788,10.368,2,0.20%,3.6288
CA-2014-111500,Standard Class,Corporate,South,OFF-PA-10000595,114.2,5,0%,52.532
CA-2014-111500,Standard Class,Corporate,South,OFF-BI-10000829,17.96,4,0%,8.2616
CA-2014-111500,Standard Class,Corporate,South,OFF-FA-10002676,12.67,7,0%,4.5612
CA-2014-111500,Standard Class,Corporate,South,TEC-AC-10000844,339.96,4,0%,122.3856
US-2017-117723,Second Class,Corporate,East,OFF-ST-10004459,1801.632,6,0.20%,-337.806
CA-2015-143238,First Class,Corporate,West,TEC-AC-10003499,46.32,4,0%,18.0648
CA-2015-168746,Second Class,Consumer,East,FUR-CH-10000513,181.986,2,0.30%,-54.5958
CA-2015-168746,Second Class,Consumer,East,TEC-PH-10000895,431.976,4,0.40%,-100.7944
CA-2015-168746,Second Class,Consumer,East,TEC-PH-10002555,155.37,1,0.40%,-36.253
CA-2015-113404,Same Day,Corporate,West,FUR-CH-10003312,1348.704,6,0.20%,-219.1644
CA-2015-113404,Same Day,Corporate,West,FUR-CH-10004086,700.152,3,0.20%,78.7671
CA-2016-144792,Standard Class,Corporate,West,FUR-FU-10002759,111.888,7,0.20%,22.3776
CA-2014-164385,Second Class,Corporate,East,OFF-AP-10002191,143.952,3,0.20%,14.3952
US-2016-114174,Standard Class,Home Office,East,FUR-BO-10003450,173.94,3,0%,13.9152
US-2016-114174,Standard Class,Home Office,East,OFF-LA-10000248,14.76,4,0%,6.9372
CA-2017-108070,Standard Class,Consumer,West,OFF-ST-10004804,205.92,4,0%,2.0592
CA-2017-108070,Standard Class,Consumer,West,FUR-BO-10001337,102.833,1,0.15%,-6.049
US-2015-128090,Standard Class,Consumer,West,OFF-AR-10002255,2.304,1,0.20%,0.2592
US-2015-128090,Standard Class,Consumer,West,TEC-PH-10002624,1879.96,5,0.20%,211.4955
US-2015-128090,Standard Class,Consumer,West,OFF-PA-10001878,313.024,8,0.20%,105.6456
US-2015-128090,Standard Class,Consumer,West,OFF-LA-10000452,5.04,2,0.20%,1.764
CA-2017-101042,Standard Class,Consumer,South,FUR-FU-10004665,821.88,6,0%,213.6888
CA-2017-101042,Standard Class,Consumer,South,OFF-BI-10000088,21.96,2,0%,10.7604
CA-2016-155439,Standard Class,Home Office,South,OFF-PA-10000029,25.92,4,0%,12.4416
CA-2016-118626,Standard Class,Consumer,South,TEC-PH-10000369,705.544,7,0.20%,70.5544
CA-2015-111458,Standard Class,Consumer,East,TEC-AC-10001590,50,2,0%,12
US-2016-126844,Standard Class,Corporate,Central,FUR-FU-10004909,51.712,8,0.60%,-32.32
US-2015-112508,Standard Class,Corporate,South,OFF-AP-10002287,6.992,2,0.20%,0.5244
CA-2015-147788,Standard Class,Consumer,West,FUR-BO-10004357,1406.86,7,0%,140.686
CA-2015-147788,Standard Class,Consumer,West,OFF-LA-10003766,15.75,5,0%,7.56
CA-2015-147788,Standard Class,Consumer,West,OFF-ST-10000046,323.1,2,0%,61.389
CA-2015-144288,Standard Class,Consumer,South,OFF-LA-10003190,9.216,4,0.20%,3.3408
CA-2015-144288,Standard Class,Consumer,South,OFF-PA-10002787,10.368,2,0.20%,3.6288
CA-2015-110632,Second Class,Corporate,East,TEC-AC-10000387,15.02,1,0%,2.7036
CA-2015-110632,Second Class,Corporate,East,OFF-ST-10001291,33.82,2,0%,9.1314
CA-2017-109589,First Class,Consumer,South,TEC-AC-10003116,71,4,0%,27.69
CA-2017-123967,Second Class,Consumer,West,OFF-BI-10001308,25.12,5,0.20%,7.85
CA-2017-123967,Second Class,Consumer,West,FUR-TA-10003954,2665.62,9,0%,239.9058
CA-2017-148929,Standard Class,Corporate,East,OFF-ST-10003282,478.08,8,0%,133.8624
CA-2017-134404,Same Day,Corporate,East,TEC-PH-10000576,164.388,2,0.40%,-35.6174
CA-2017-134404,Same Day,Corporate,East,OFF-AR-10004441,13.248,4,0.20%,3.6432
CA-2017-109778,Standard Class,Home Office,Central,OFF-AR-10003759,2.912,2,0.20%,0.91
CA-2016-155845,Second Class,Consumer,Central,TEC-AC-10004145,1399.944,7,0.20%,52.4979
CA-2017-145128,Standard Class,Home Office,Central,FUR-FU-10000293,526.45,5,0%,31.587
CA-2014-129091,Standard Class,Corporate,South,OFF-EN-10004955,16.23,3,0%,7.9527
CA-2014-129091,Standard Class,Corporate,South,OFF-BI-10001071,319.9,5,0%,156.751
CA-2014-129091,Standard Class,Corporate,South,OFF-EN-10001990,11.36,2,0%,5.3392
CA-2014-129091,Standard Class,Corporate,South,OFF-AP-10002734,675.12,3,0%,290.3016
US-2014-155502,Standard Class,Home Office,South,FUR-FU-10004587,62.82,3,0%,30.7818
US-2014-155502,Standard Class,Home Office,South,OFF-ST-10004337,489.92,8,0%,0
US-2014-155502,Standard Class,Home Office,South,OFF-PA-10003072,19.44,3,0%,9.3312
US-2014-155502,Standard Class,Home Office,South,OFF-PA-10000380,16.68,2,0%,8.34
US-2014-155502,Standard Class,Home Office,South,TEC-PH-10004833,155.35,13,0%,0
US-2014-155502,Standard Class,Home Office,South,FUR-FU-10001847,12.42,3,0%,4.4712
US-2014-155502,Standard Class,Home Office,South,TEC-PH-10002103,187.98,2,0%,52.6344
CA-2015-121041,Standard Class,Corporate,Central,OFF-EN-10001137,6.608,2,0.20%,2.1476
CA-2017-131695,Standard Class,Consumer,East,OFF-ST-10001476,248.57,7,0%,67.1139
CA-2017-131695,Standard Class,Consumer,East,FUR-FU-10002045,22.23,1,0%,9.7812
CA-2016-137729,Standard Class,Home Office,West,OFF-ST-10001505,5.98,1,0%,1.0166
CA-2016-137729,Standard Class,Home Office,West,TEC-PH-10001433,246.168,3,0.20%,21.5397
US-2016-115455,Standard Class,Consumer,Central,FUR-FU-10004671,14.136,2,0.60%,-7.7748
US-2016-115455,Standard Class,Consumer,Central,FUR-TA-10003569,601.47,3,0.50%,-300.735
CA-2017-128300,Second Class,Corporate,South,TEC-PH-10002807,79.1,2,0%,39.55
CA-2017-128300,Second Class,Corporate,South,OFF-BI-10001597,327.84,8,0%,157.3632
CA-2017-149048,Standard Class,Corporate,Central,OFF-EN-10003296,180.96,2,0%,81.432
CA-2017-149048,Standard Class,Corporate,Central,OFF-BI-10004632,914.97,3,0%,411.7365
CA-2017-149048,Standard Class,Corporate,Central,TEC-PH-10002310,587.97,3,0%,158.7519
CA-2017-149048,Standard Class,Corporate,Central,OFF-ST-10000078,530.34,2,0%,95.4612
CA-2017-149048,Standard Class,Corporate,Central,OFF-PA-10001752,14.94,3,0%,7.3206
CA-2017-108553,Standard Class,Consumer,East,OFF-AP-10000026,121.94,2,0%,35.3626
